id,count,value
180562885329138_1635345959850816,2129,motorista atropela manifestantes que pediam renuncia de michel temer em goiania veja video confusao ocorreu na avenida anhanguera e pelo menos duas pessoas ficaram feridas carro foi cercado e depredado organizacao diz que cerca de  pessoas participaram do ato
180562885329138_1635212189864193,23472,nao renunciarei afirma temer presidente afirmou que nao teme delacao segundo o globo empresario entregou a pgr gravacao de conversa com temer sobre a compra do silencio de eduardo cunha
180562885329138_1634906679894744,12673,fachin negou pedido de prisao e nao levara caso de aecio ao plenario plenario do supremo so avaliara o caso se o procuradorgeral da republica rodrigo janot autor do pedido decidir recorrer da decisao do ministro edson fachin relator da lava jato
180562885329138_1634067443312001,268,menores sao encaminhados para internacao apos se entregarem por suspeita de estupro coletivo dois suspeitos do crime foram enviados para um centro de internacao para menores infratores do departamento geral de acoes socioeducativas
180562885329138_1634280013290744,1629,temer nao cogita renunciar o presidente michel temer nao cogita renunciar a presidencia segundo seus assessores a possibilidade esta descartada apos a  denuncia da jbs  te
180562885329138_1634076066644472,484,policia prende jovem suspeito da morte de idosa arrastada de carro em serrana sp rapaz teve a prisao temporaria decretada e foi achado em onibus que seguia para sao sebastiao do paraiso mg corpo da vitima foi sepultado nesta quartafeira
180562885329138_1634037299981682,37,carros mais vendidos do brasil tem menos itens de seguranca do que nos eua e europa legislacao brasileira exige menos equipamentos do que em outros paises argentina por exemplo e mais rigida veja o que os modelos oferecem e compare
180562885329138_1633900426662036,299,ons descarta risco de desabastecimento mas afirma que conta de luz ficara mais cara diretorgeral da aneel adiantou que consumidor pagara tarifa extra ate novembro orgao estuda realizar campanha de consumo consciente de energia
180562885329138_1633811973337548,35466,mulher na pb denuncia agressao de excompanheiro e delegado pergunta se nao foi o guardaroupa vitima solicitou medida protetiva contra o excompanheiro mas o delegado nao concedeu por acreditar que mulher nao corria risco
180562885329138_1633800250005387,452,whatsapp apresenta instabilidade relatam usuarios reclamacoes comecaram por volta das h segundo site especializado empresa diz que problema durou  minutos e ja foi resolvido
180562885329138_1632716370113775,71,virada cultural de sp  veja a programacao evento cultural sera realizado neste sabado  em varios pontos da cidade
180562885329138_1632998106752268,1233,tribunal regional federal derruba decisao que suspendeu atividades do instituto lula na semana passada juiz do distrito federal suspendeu funcionamento da entidade sob argumento de que ha indicios de que crimes podem ter sido iniciados no local advogado de lula comemorou
180562885329138_1632908856761193,1164,suspeito de atirar e atropelar a exnamorada se apresenta a policia e e preso em franca crime aconteceu no dia  de abril mas prisao so foi efetuada nesta tercafeira  vitima foi baleada seis vezes e atropelada em seguida
180562885329138_1632649026787176,187,exsuperintendente presa em operacao e suspeita de usar propina para pagar faculdades de medicina diz pf dinheiro era usado para custear despesas pessoais aponta investigacao o marido e dois filhos de adriana carla foram presos
180562885329138_1632152386836840,111,mpf denuncia exgovernador sergio cabral e mais seis por corrupcao na saude do rj operacao fatura exposta identificou propinas de mais de r  milhoes entre  e
180562885329138_1632230433495702,28,trump defende compartilhamento de informacoes com os russos presidente dos eua tuitou que tem o direito de compartilhar informacoes com os russos relativas ao terrorismo e a seguranca aerea
180562885329138_1632165243502221,532,policia prende suspeito de estuprar alunas perto do campus da universidade rural alexandre de oliveira santana de  anos foi preso enquanto caminhava pelo centro da cidade de seropedica ele foi identificado por tres vitimas de estupro na regiao da ufrrj
180562885329138_1631314613587284,257,ministro de energia espera que samarco volte a operar no o semestre empresa esta paralisada desde  quando barragem rompeu e provocou desastre ambiental em mariana  fernando coelho filho disse que trabalha pessoalmente para liberar operacao
180562885329138_1631259553592790,1131,homem e multado em r  mil por capturar  tartarugas ameacadas de extincao operacao cantao tambem apreendeu redes e armas usadas para pesca ilegal fiscalizacao foi realizada no parque estadual do cantao em caseara
180562885329138_1631556053563140,2762,governo propoe liberar voos de autoridades na classe executiva de avioes pelas regras atuais passagens estao limitadas a classe economica procurado ministerio disse que objetivo e evitar a utilizacao de avioes da fab para deslocamento de autoridades
180562885329138_1631560923562653,709,grupo investigado por fraude em licitacoes forneceu carne vencida para merenda escolar na ba tres pessoas estao presas em ilheus cidade onde ocorreram as irregularidades fraudes envolveram contratos de r  milhoes
180562885329138_1631542660231146,2271,policia civil do df exonera delegado que culpou mae por estupro de crianca criancas pagam por rodizio de padrastos disse diretor de comunicacao em grupo de mensagens da policia civil segundo o governo comentarios nao representam a opiniao da corporacao
180562885329138_1630985110286901,413,motorista e presa apos dirigir embriagada e bater em cinco carros e uma moto no df das vitimas so uma mulher foi encaminhada ao hospital com dores no peito teste do bafometro apontou  mg de alcool por litro de ar limite para crime e de
180562885329138_1630551463663599,45,esquema grampeou telefones de politicos advogados e jornalista em mt em investigacao de trafico de drogas pessoas que nao tinham relacao com o crime eram incluidas na lista para interceptacoes pgr apura se governador pedro taques  tinha conhecimento
180562885329138_1630269030358509,122,lideres mundiais condenam teste militar da coreia do norte pela segunda vez em duas semanas nortecoreanos desafiam sancoes internacionais lancando missil ate o mar do japao washington ue seul e pequim endurecem o tom contra pyongyang mas moscou nega se sentir ameacado
180562885329138_1630129390372473,242,correios preparam reestruturacao e podem cortar funcionarios diz presidente medidas visam cortar custos e reverter prejuizo da empresa disse guilherme campos ao g fechamento de agencias e mudanca no preco do servico de entrega estao entre as acoes
180562885329138_1629190630466349,1742,latam cobrara a partir de r  por mala despachada regras mudam dia  de maio empresa anunciou em marco que cobraria r  mas reduziu preco apos concorrentes informarem valores a partir de r  pela mala despachada em voo nacional
180562885329138_1629003040485108,714,previdencia e transferencia de renda de pobres para ricos diz ministro do stf em londres ministro do stf luis roberto barroso defende a necessidade da reforma previdenciaria durante palestra barroso afirma ainda que restricao ao foro privilegiado e importante para combater a corrupcao
180562885329138_1629009430484469,212,lei da gorjeta entra em vigor neste sabado e divide opinioes de funcionarios famosa caixinha entrara na folha de pagamento de garcons e outros trabalhadores nada muda para o cliente e pagamento dos  continua sendo opcional
180562885329138_1628268680558544,217,video mostra suspeito debochando de vitima enquanto aplica golpe do cartao de credito imagens foram divulgadas pela policia civil do rio grande do sul e mostram parte de uma gravacao feita por um dos investigados
180562885329138_1627690493949696,529, ultimas noticias de economia politica carros emprego educacao ciencia saude cultura do brasil e do mundo videos dos telejornais da tv globo e da globonews
180562885329138_1627619063956839,30019,suzane deixa prisao com namorado para saidinha do dia das maes ao passar pela porta ela encontrou com o namorado e o cumprimentou com um beijo
180562885329138_1627482300637182,71,nene constantino e condenado a  anos de prisao por homicidio de lider comunitario em exdono da gol tambem foi multado em  mil mas aos  anos nene nao deve ir para a prisao outros tres reus tambem foram condenados
180562885329138_1626825437369535,1985,namorado e mais tres sao suspeitos de estuprar jovem de  anos diz policia policia apreendeu celulares maquina fotografica e cartao de memoria em casa onde ocorreu estupro coletivo dois menores devem ser entregues a policia pelas familias nesta sextafeira
180562885329138_1626899007362178,349,maduro pagou us  milhoes em especie por campanha de chavez diz marqueteira segundo marqueteira pagamento em dinheiro vivo foi feito na chancelaria venezuelana maduro exigiu que pagamentos a ela fossem via caixa  disse
180562885329138_1626406780744734,1032,jovem e detido suspeito de injuria racial apos mensagens para colega preto fedido segundo delegado audios divulgados em grupo mostram ofensas de cunho racial ouca defesa alega que investigado e vitima eram amigos de infancia e que xingamentos foram reciprocos
180562885329138_1625130660872346,118,em parecer ao stf janot opina contra pedido de impeachment de gilmar mendes pedido de impeachment foi apresentado por juristas que entre outros pontos entendem que o ministro fez declaracoes partidarias
180562885329138_1625794924139253,2124,apos depor a sergio moro lula discursa em ato politico no centro de curitiba ele se defendeu de acusacoes expresidente e reu na justica federal em processo sobre triplex em guaruja
180562885329138_1625173160868096,2,botao curtir do facebook easytaxi e app do instagram nasceram em maratonas hacker veja lista conheca tecnologias que foram criadas em hackathons as competicoes de programacao
180562885329138_1624963250889087,771,crivella nomeou  comissionados com supersalarios veja levantamento chefe de gabinete e secretaria de fazenda estao entre os que recebem acima do teto de r  mil pratica e permitida pela lei prefeitura ressalta que cortou em r  milhoes despesas com encargos
180562885329138_1624361497615929,536,suspeito de estupro coletivo que se entregou nesta segunda e reconhecido pela vitima delegada  afirmou que a policia esta em contato com o mp e com o judiciario para definir se ele sera apreendido ja que nao houve flagrante
180562885329138_1623972147654864,60,governo nomeia general para presidencia interina da funai franklimberg de freitas general do exercitovinha exercendo o cargo de diretor na fundacao do indio presidente anterior da funai foi exonerado na semana passada
180562885329138_1623890190996393,258,menor suspeito de participar de estupro coletivo no rj se entrega morador de comunidade na baixada fluminense ele temeria represalia do trafico local em caso de operacao policial no local jovem se apresentou com a mae em um forum
180562885329138_1623724064346339,4039,professora de preescola e demitida depois de arrastar aluno em corredor caso ocorreu em ohio nos eua professora tinha sido contratada por entidade para apoiar trabalho com criancas entre  e  anos
180562885329138_1623297354389010,1118,grupo cobrava ate r  mil por kit completo de aprovacao em concursos diz policia da pb esquema fraudava facilitacao de emprestimo para pagar aprovacao gabaritos e diplomas para ingresso no cargo com  aprovados que pagaram r  milhoes em  estados do nordeste
180562885329138_1622901111095301,315,pms sao suspeitos de apoiar traficantes da cidade alta zona norte do rio comando da policia militar iniciou investigacao apos divulgacao de audio gravado dentro de blindado da corporacao policiais teriam recebido propina de r  milhao
180562885329138_1623187927733286,146,greve dos correios acaba nesta segundafeira na maioria das cidades dos  sindicatos que representam os trabalhadores da empresa pelo menos  decidiram voltar ao trabalho greve durou  dias e atrasou envio de correspondencias
180562885329138_1621669821218430,849,homem e multado em r  mil por mutilar galos no tocantins policia recebeu denuncia de que rinha de galos funcionaria na casa do suspeito tres galos com o esporao mutilado e cauterizado foram resgatados
180562885329138_1621097051275707,143,entenda a situacao do exministro jose dirceu em  perguntas e respostas supremo revogou prisao preventiva do petista que tera de cumprir uma serie de medidas cautelares dirceu podera ser preso novamente caso trf mantenha condenacao imposta por moro
180562885329138_1621068167945262,4733,lula diz que lava jato ja tem a tese pronta e eles nao querem a verdade expresidente discursou durante congresso do pt em sao paulo se nao me prenderem logo quem sabe um dia eu mando prendelos
180562885329138_1620952141290198,592,justica manda soltar homem que mantinha arsenal de guerra em loja do df suspeito estava em prisao preventiva desde  de marco juiza entendeu que ele nao apresentava perigo para a sociedade e para o andamento do processo judicial
180562885329138_1620867374632008,2003,ato pela legalizacao da maconha acontece na paulista e em vias do centro de sp a sexta marcha da maconha seguiu por pista da avenida entrou na brigadeiro luis antonio em direcao a praca da se
180562885329138_1620629127989166,754,governo do df pede desculpas a doadora que pretendia ajudar menino de  anos secretaria de saude aceitou doacao de material para cirurgia de crianca que ha  anos vive com bolsa de colostomia exoneracao da gestora do hospital de base que recusou ajuda sera publicada na proxima segundafeira
180562885329138_1620484944670251,78,roubos do tipo saidinha de banco crescem  em sp diz estudo levantamento do instituto sou da paz aponta ainda que apenas  dos roubos no estado culminaram na morte da vitima em  e em
180562885329138_1620434024675343,9,delatores descrevem como odebrecht desviou dinheiro para propina com base em depoimentos g identificou  estrategias usadas pela empresa para esconder recursos direcionados a propinas como notas superfaturadas e contratacao de consultorias legais
180562885329138_1620043241381088,1383,gol comeca cobranca de bagagem despachada em  de junho o preco da primeira mala despachada em voos nacionais sera de r  para clientes que comprarem o servico pela internet ou r  para quem fizer a opcao no balcao do check in
180562885329138_1619840444734701,152,caixa suspende credito imobiliario do procotista fgts por falta de recursos segundo o banco serao liberados r  bilhoes nas proximas semanas para alimentar a linha que utiliza recursos do fgts
180562885329138_1619793851406027,460,policia do rio investiga caso de estupro coletivo de menina de  anos caso ocorreu na baixada fluminense video circula na internet mostra trecho do crime caso ocorre cerca de um ano de estupro coletivo na zona oeste da capital
180562885329138_1619679634750782,3023,vc vive em que planeta pergunta gestora de hospital do df para casal que queria fazer doacao depois de ler reportagem do g casal do rio de janeiro decidiu ajudar menino de  anos que vive ha dois com bolsa de colostomia hospital de base nao tem material para cirurgia de remocao secretaria de saude diz que gestora agiu por desconhecimento
180562885329138_1619301824788563,31,oleos de soja refinados nao precisarao ser identificados como alergenicos nos rotulos anvisa aprovou pedido de industria para retirar obrigatoriedade de identificacao como derivado de alergenico nivel baixo de proteina de soja nao seria capaz de provocar alergia
180562885329138_1618341791551233,1445,hipnose e agua benta os polemicos metodos para curar homossexualidade na russia apos denuncias de perseguicoes a homossexuais na republica russa da chechenia vem a tona relatos de pacientes submetidos a tratamentos para mudar orientacao sexual
180562885329138_1618290664889679,193,apos ser flagrado dormindo em plenario vereador posta foto deitado e diz que vai dormir gostoso em cama box vereador de santana do paraiso negou que tenha dormido em reuniao e afirmou ter postado a foto em uma momento de infelicidade ele disse ainda que nao tinha a intencao de zombar da populacao
180562885329138_1618808924837853,1787,integrante de quadrilha de assalto a banco em mt recebe bolsa familia desde  lubia gorgete recebeu r  mil do programa de acordo com o portal da transparencia ela e outras  pessoas foram presas nesta quintafeira  durante operacao da policia
180562885329138_1618696521515760,263,justica de sp manda soltar integrantes do mtst detidos em ato contra reformas liminar concedeu liberdade nesta quinta  movimento nega as acusacoes e defende motivacao politica das prisoes
180562885329138_1618474918204587,115,hackers usam emails falsos para acessar dados de usuarios do google empresa informou que ja trabalha na resolucao do problema criminosos enviavam links do google docs para ter acesso a contas de usuarios
180562885329138_1618470258205053,4729,tribunal dispensa lula de comparecer aos depoimentos de  testemunhas de defesa advogado do expresidente recorreu de decisao do juiz sergio moro que exigia a presenca dele nas respectivas audiencias dentro de investigacao da operacao lava jato
180562885329138_1618297558222323,193,exgerente da petrobras usou a lei de repatriacao para lavar dinheiro diz mpf a fase da lava jato apura desvios na area de gas e energia da estatal segundo o mpf uma unica empresa movimentou r  milhoes em propina a funcionarios
180562885329138_1618030008249078,20894,morador de rua agredido por gcm em sp teve punho quebrado e ia comecar em emprego guarda derrubou homem no chao e levou carrinho com pertences corregedoria da gcm diz que guarda diretamente envolvido sera afastado preliminar e temporariamente
180562885329138_1617589628293116,1306,audios mostram como quadrilha aplica golpe por telefone em usuarios de cartoes de credito conforme a policia criminosos passam impressao de que clientes recebem ligacoes de central de seguranca das operadoras ouca audio
180562885329138_1617544004964345,36,quartafeira  de maio de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1617326571652755,7114,guardas da gcm agridem morador de rua na zona sul de sp veja video guardascivis derrubaram homem no chao e levaram carrinho com pertences na regiao do metro conceicao corregedoria da gcm diz que guarda diretamente envolvido sera afastado preliminar e temporariamente
180562885329138_1617365374982208,3725,whatsapp apresenta instabilidade para alguns usuarios relatos nas redes sociais afirmam que aplicativo esta fora do ar em conexoes g g e wifi
180562885329138_1617335568318522,529,presos em conflito com grupo antiimigracao sao soltos em sp apos audiencia na justica nenhum deles foi indiciado mas poderao ser investigados caso o ministerio publico entenda que ha necessidade dois palestinos terao que cumprir medidas cautelares
180562885329138_1617297824988963,534,exministro jose dirceu deixa complexo medicopenal na regiao metropolitana de curitiba exministro teve a prisao preventiva revogada pela segunda turma do supremo tribunal federal  ele segue para brasilia em endereco mantido sob sigilo a pedido da defesa
180562885329138_1617015355017210,311,moro determina que jose dirceu deixe a prisao com tornozeleira eletronica exministro nao podera sair da cidade onde mora supremo tribunal federal revogou prisao preventiva do exministro
180562885329138_1616951351690277,2942,policia diz que suspeitos filmaram jovem sendo degolado no piaui delegado disse que informacao foi dada por um dos adolescentes apreendidos que tem mais de  passagens pela policia crime ocorreu em urucui
180562885329138_1616847711700641,806,palestinos sao presos apos conflito com grupo antiimigracao em sp entre os presos esta hassan zarif proprietario do restaurante al janiah no centro
180562885329138_1615737091811703,272,presidio de tremembe sera vistoriado para que espanha autorize extradicao do padrasto de joaquim guilherme longo foi indiciado pelo homicidio do enteado de  anos em outubro de  em ribeirao preto sp ele foi preso pela interpol em barcelona no dia  de abril
180562885329138_1616447935073952,643,deltan dallagnol diz que decisao de soltar jose dirceu e incoerente pelas redes sociais procurador que integra a forcatarefa da operacao lava jato disse que teme pela soltura de outros presos ministro classificou postura de procuradores como brincadeira quase juvenil
180562885329138_1616360038416075,278,afastado apos bater em estudante capitao da pm ja se envolveu em outros casos de agressao apesar disso augusto sampaio nao tem punicoes e acumula  elogios na ficha funcional manifestante que levou golpe de cassetete teve melhora respiratoria mas segue internado em estado grave em goiania
180562885329138_1616331418418937,25,tercafeira  de maio de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1616165805102165,7582,segunda turma do stf manda soltar exministro jose dirceu tres dos cinco magistrados da turma acolheram pedido da defesa do petista condenado na lava jato dirceu esta preso desde agosto de  em curitiba
180562885329138_1615938225124923,907,video mostra saque a caminhao que foi incendiado na avenida brasil onibus foi incendiado apos megaoperacao da policia na cidade alta ao todo nove onibus e dois caminhoes foram incendiados por mascarados
180562885329138_1615448098507269,176,criminosos atacam motoristas na volta do feriadao no rj houve perseguicao e tiroteio e motoristas chegaram a voltar na contramao na rodovia presidente dutra e intensa troca de tiros na avenida brasil
180562885329138_1615407428511336,97,trabalhadores tem dificuldades para sacar o dinheiro do fgts inativo trabalhadores relatam varias idas a agencias e demora da caixa em resolver pendencias para viabilizar a retirada do dinheiro liberado pelo governo
180562885329138_1614935718558507,500,pratica de retirar camisinha sem consentimento no sexo gera debate sobre violencia sexual de tao frequentes casos tornaramse objeto de pesquisa nos eua e ganharam ate termo proprio em ingles stealthing
180562885329138_1614319081953504,1229,mulher e presa ao fugir de hospital com bebe escondido em sacola caso ocorreu no hospital da mae em mesquita segundo a policia ela roubou o bebe enquanto a mae dormia
180562885329138_1614369448615134,2571,ciclovia que custou r  milhoes esta desabando em campo grande trecho construido sobre valao esta com vigas quebradas e imensos buracos ciclovia e usada por  dos moradores da regiao
180562885329138_1614200621965350,1601,mulher e presa ao fugir de hospital com bebe escondido em sacola caso ocorreu no hospital da mae em mesquita segundo a policia ela roubou o bebe enquanto a mae dormia
180562885329138_1613752235343522,1340,ficaram ofendidos porque eram cobrados diz medica sobre quem a denunciou por mortes em uti virginia de souza foi inocentada por juiz que analisou a denuncia do ministerio publico
180562885329138_1613487902036622,1425,temer diz que pais continua a trabalhar com ou sem protestos presidente afirmou que contestacoes as reformas trabalhista e da previdencia sao tipicas da democracia ele participou em sao paulo de cerimonia de inauguracao da casa do japao
180562885329138_1613288768723202,6192,doria recebe flor de ciclista e joga no chao video mulher abordou prefeito na saida de evento na avenida paulista e deu flor pelos mortos nas marginais prefeitura diz que doria reagiu a um gesto invasivo e desnecessario
180562885329138_1613186725400073,154,apos liberacao da justica empresas aereas ainda nao tem previsao para comecar cobranca extra de bagagens pela nova regra companhias podem cobrar taxas adicionais por bagagens despachadas em voos nacionais e internacionais hoje servico esta embutido no preco da passagem
180562885329138_1613022802083132,5167,catarinense trabalha ha  anos na mesma empresa nunca pensei em parar walther orthmann de  anos e reconhecido como o trabalhador com mais tempo de atividade em um unico local no brasil
180562885329138_1613014168750662,3331,eike batista deixa bangu e vai para prisao domiciliar no rio ministro gilmar mendes do stf concedeu habeas corpus na sexta  para soltar empresario que devera cumprir  medidas cautelares em sua casa no jardim botanico veja quais
180562885329138_1612967528755326,159,ministerio publico do trabalho vai apurar caso de funcionarios que dormiram em prefeitura regional de sp funcionarios passaram a madrugada de quinta para sextafeira no local por causa da paralisacao e falta de transportes prefeito regional diz que iniciativa partiu dos servidores
180562885329138_1612951372090275,348,novo regime de trabalho terceirizado pode afetar pequenas empresas novas regras permitem que as empresas terceirizem a atividade fim educacao e um dos setores que podem se beneficiar com as mudancas
180562885329138_1612535502131862,805,justica determina que eike batista fique em prisao domiciliar determinacao inclui medidas cautelares como a vistoria da policia federal em casa sem aviso previo decisao e do juiz federal de plantao
180562885329138_1612309545487791,178,justica derruba liminar que suspendia cobranca extra de bagagens em avioes pela nova regra companhias aereas podem cobrar taxas adicionais por bagagens despachadas em voos nacionais e internacionais hoje servico esta embutido no preco da passagem
180562885329138_1612136875505058,868,policia investiga caso de maustratos contra crianca de  ano em escola de itapetininga segundo a policia pais afirmaram que uma funcionaria trancou a filha dentro do banheiro da escola municipal prefeitura informou que a funcionaria ficara afastada e abriu processo administrativo
180562885329138_1612127298839349,294,quadrilha de peruanos e presa por tentar furtar passageiros no aeroporto de guarulhos so no primeiro trimestre do ano houve um aumento de  de furtos nas areas de embarque e desembarque
180562885329138_1611930962192316,14394,bebe cabeludo recebe vacina de hpv em vez de dose contra pneumonia em sorocaba familia do bebe de quatro meses foi avisada sobre erro e acredita que penteado possa ter distraido profissionais prefeitura reconhece falha e informou que bebe tera encaminhamento para infectologista priorizado
180562885329138_1611874132197999,15,receita diz ter recebido  milhoes de declaracoes do imposto de renda secretaria da receita federal esperava receber  milhoes de declaracoes neste ano quem ainda nao enviou tera de pagar r  ou  do imposto devido  o que for maior
180562885329138_1611533662232046,525,como uma pulseira fitness incriminou marido por assassinato de americana dados indicaram a hora em que a vitima se movimentou pela ultima vez que nao bate com a versao do marido agora acusado de assassinato
180562885329138_1610656705653075,35,trump diz que eua querem tratamento justo em acordo climatico presidente americano disse que vai anunciar decisao sobre permanencia do eua no pacto em duas semanas em campanha trump prometeu que iria retirar os eua do pacto de paris
180562885329138_1611520875566658,21,sextafeira  de abril de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1611318028920276,5052,gilmar mendes manda soltar o empresario eike batista ele e suspeito de pagar propina ao exgovernador do rio sergio cabral em troca de contratos ministro determinou que juiz avalie necessidade de aplicacao de medidas cautelares
180562885329138_1611314832253929,108,justica autoriza goleiro bruno a cumprir restante da pena em varginha mg segundo tribunal juiz da vara de execucoes criminais da comarca de contagem aceitou pedido da defesa do jogador para a transferencia
180562885329138_1611275425591203,677,manifestantes entram em confronto com pms durante protestos no centro do rio oito onibus foram incendiados mascarados atiraram pedras e rojoes em pms que revidaram com bombas e balas de borracha
180562885329138_1611049188947160,1142,ministro da justica afirma que manifestacoes foram pifias e diz que governo vai continuar com as reformas em visita a londrina no norte do parana osmar serraglio disse que nao faz sentido fazer greve para pagar imposto
180562885329138_1610997722285640,80,sergio cabral e adriana ancelmo chegam ao rio apos depoimento a moro no pr exprimeiradama sera levada para prisao domicilar no leblon enquanto exgovernador voltara para bangu onde esta preso desde novembro
180562885329138_1610507585667987,2,na reta final do ir envio de declaracao incompleta pode ser solucao para falta de documentos contribuinte que tiver dificuldades pode entregar material incompleto e depois fazer uma declaracao retificadora
180562885329138_1610408019011277,735,manifestantes trocam socos e chutes no aeroporto santos dumont videos briga so terminou com a chegada de agentes da policia federal g e passageiros flagraram a pancadaria no saguao do aeroporto
180562885329138_1610392435679502,1684,onibus e trens tem frotas reduzidas em natal homem fura bloqueio atira e atinge advogado carro furou bloqueio na rotatoria entre as brs  e  norte e ocupante atirou contra os manifestantes advogado caminhava pela rodovia e foi atingido
180562885329138_1610145442370868,569,nao conseguiu chegar ao trabalho veja o que pode acontecer trabalhador que se ausentar nesta sexta por conta da paralisacao pode ter dia descontado e ate ser demitido por justa causa alertam especialistas
180562885329138_1609714375747308,1037,mpcsc cobra municipio de angelina por fazer pregao para contratar educador por menor valor edital publicado na area de licitacoes do site da prefeitura recruta instrutor de atividades fisicas para atuar em duas escolas municipais
180562885329138_1609544502430962,249,passageiro tirado a forca de aviao da united faz acordo com a companhia valor nao foi divulgado caso de passageiro arrancado de voo nos eua teve repercussao mundial e prejudicou aerea que teve de pedir desculpas
180562885329138_1609530435765702,941,stf permite salario acima do teto em caso de acumulo de cargos decisao que tem repercussao geral valera para casos em que a constituicao permite o exercicio de duas funcoes como de medicos que acumulam dois postos na rede publica
180562885329138_1609196452465767,5446,com direito a  meses de ferias vereadores de cidade do rn trabalharao apenas  dias no ano vereadores de poco branco so tem sessao uma vez por semana e a cada dois meses de trabalho ganham um mes de descanso
180562885329138_1609241755794570,66,marqueteiros receberam us   mi de offshores ligadas a odebrecht analise da conta shellbill mantida na suica por joao santana revela que o marqueteiro recebeu us  milhoes no exterior de offshores ligadas
180562885329138_1609144755804270,973,padrasto acusado de matar menino joaquim e preso na espanha guilherme longo estava foragido da justica desde o ano passado crianca de  anos foi encontrada morta em rio depois de desaparecer de casa em ribeirao preto  em
180562885329138_1609083279143751,2677,trabalhadores dos correios entram em greve por tempo indeterminado dos  sindicatos filiados a entidade  aderiram somente tres estados nao participam sergipe amapa e roraima
180562885329138_1608086072576805,349,divida com empregador impede  milhao de pessoas de sair do emprego diz ibge maioria dos trabalhadores tinha divida com alimentacao e a maioria dos que estavam nessa condicao foi contratada por intermediarios dados sao de
180562885329138_1608371912548221,5350,confira o que pode mudar com a reforma trabalhista as alteracoes mexem em pontos como ferias jornada remuneracao e plano de carreira alem de implantar e regulamentar novas modalidades de trabalho
180562885329138_1608256352559777,383,ele nao precisa ser cacado diz advogado do goleiro bruno apos reuniao com juiz advogado e diretor do boa esporte estiveram no forum em varginha no inicio da tarde mandado de prisao ainda nao foi expedido e atleta continua em liberdade
180562885329138_1608087669243312,426,stf permite que universidade publica cobre mensalidade em cursos de especializacao dos  ministros  entenderam que a gratuidade de ensino publico garantida na constituicao so se aplica a cursos de graduacao mestrado e doutorado
180562885329138_1607764182608994,7,tire  duvidas sobre a declaracao de aposentadoria e pensoes rendimentos de aposentadoria ou pensao sao tributaveis
180562885329138_1607076739344405,53,jornal diz que soube antecipadamente de resultado de licitacao do banco do brasil de acordo com reportagem da folha de s paulo uma fonte informou o jornal com dias de antecedencia qual seria a empresa vencedora e que houve direcionamento na licitacao
